-------------------------
Circuit delay: 2844.5946ps
NAND-P1_R1222_U393: 1203.8436 ps
NAND-P1_U4217: 1152.1794 ps
NOT-P1_R1165_U141: 508.1279 ps
NAND-P1_R1165_U383: 519.4031 ps
NOT-P1_R1165_U23: 546.9609 ps
NAND-P1_R1165_U213: 535.0911 ps
NAND-P1_R1165_U244: 1233.2668 ps
NAND-P1_R1165_U430: 1198.7359 ps
NOT-P1_R1360_U46: 762.8961 ps
NAND-P1_R1360_U137: 816.5385 ps
NOT-P1_R1360_U42: 816.5385 ps
NAND-P1_R1360_U127: 762.8961 ps
NOT-P1_R1282_U88: 497.7823 ps
NAND-P1_U4215: 1281.7777 ps
NAND-P1_U4746: 1335.4714 ps
NAND-P1_R1240_U187: 627.1282 ps
NAND-P1_R1240_U217: 1119.761 ps
NAND-P1_R1240_U45: 1119.761 ps
NAND-P1_R1240_U397: 1230.0559 ps
NAND-P1_R1240_U189: 627.1282 ps
NAND-P1_R1240_U398: 1218.8576 ps
AND-P1_R1117_U113: 476.7507 ps
NAND-P1_R1117_U149: 476.7507 ps
NAND-P1_R1117_U233: 1217.4467 ps
AND-P1_R1207_U113: 453.2341 ps
NAND-P1_R1207_U149: 453.2341 ps
NAND-P1_R1207_U233: 1143.4418 ps
AND-P1_R1150_U113: 476.7507 ps
NAND-P1_R1150_U149: 476.7507 ps
NAND-P1_R1150_U233: 1217.4467 ps
AND-P1_R1192_U113: 453.2341 ps
NAND-P1_R1192_U149: 453.2341 ps
NAND-P1_R1192_U233: 1143.4418 ps
NAND-P1_R1171_U187: 600.845 ps
NAND-P1_R1171_U217: 1119.761 ps
NAND-P1_R1171_U45: 1119.761 ps
NAND-P1_R1171_U397: 1230.0559 ps
NAND-P1_R1171_U189: 600.845 ps
NAND-P1_R1171_U398: 1218.8576 ps
NAND-P1_R1138_U187: 600.845 ps
NAND-P1_R1138_U217: 1138.4749 ps
NAND-P1_R1138_U45: 1138.4749 ps
NAND-P1_R1138_U397: 1277.202 ps
NAND-P1_R1138_U189: 600.845 ps
NAND-P1_R1138_U398: 1266.0036 ps
NAND-P1_R1222_U187: 670.6627 ps
NAND-P1_R1222_U217: 1176.13 ps
NAND-P1_R1222_U45: 1176.13 ps
NAND-P1_R1222_U397: 1285.7936 ps
NAND-P1_R1222_U189: 670.6627 ps
NAND-P1_R1222_U398: 1274.6085 ps
NAND-P1_U5876: 466.9503 ps
NAND-P1_U5940: 466.9503 ps
NOT-P1_R1360_U109: 482.7183 ps
NAND-P1_R1360_U203: 482.7183 ps
NAND-P1_R1360_U205: 549.881 ps
NOT-P1_R1360_U16: 482.7183 ps
NAND-P1_R1360_U202: 482.7183 ps
NAND-P1_R1360_U204: 549.881 ps
NAND-P1_U4720: 466.9503 ps
NAND-P1_U4879: 499.2342 ps
AND-P1_R1375_U112: 284.4595 ps
NOT-P1_U3948: 284.4595 ps
NAND-P1_U6070: 293.7131 ps
AND-P1_R1375_U88: 397.9869 ps
NAND-P1_R1375_U205: 284.4595 ps
NAND-P1_R1375_U132: 320.2104 ps
NAND-P1_LT_197_U197: 482.6041 ps
NAND-P1_LT_197_U198: 548.2609 ps
NAND-P1_U5087: 482.6041 ps
NOT-P1_U5086: 505.491 ps
NAND-P1_U6169: 516.4273 ps
NAND-P1_U5874: 491.3334 ps
NAND-P1_U5938: 491.3334 ps
NOT-P1_R1360_U22: 527.0767 ps
NAND-P1_R1360_U196: 490.8215 ps
NOT-P1_R1360_U15: 567.035 ps
NAND-P1_R1360_U182: 527.0767 ps
NOT-P1_R1282_U111: 466.9503 ps
NAND-P1_U4717: 491.3334 ps
NAND-P1_U4877: 523.6185 ps
NAND-P1_R1375_U204: 320.2104 ps
NAND-P1_R1375_U203: 320.2104 ps
AND-P1_LT_197_U107: 548.2609 ps
NAND-P1_U4198: 1214.6038 ps
NOT-P1_R1165_U142: 532.4493 ps
NAND-P1_R1165_U386: 543.7233 ps
NOT-P1_R1165_U21: 579.4402 ps
NAND-P1_R1165_U22: 532.4493 ps
NAND-P1_R1165_U432: 1254.7301 ps
NOT-P1_R1360_U45: 795.5532 ps
NAND-P1_R1360_U134: 821.5488 ps
NOT-P1_R1360_U41: 821.5488 ps
NAND-P1_R1360_U126: 795.5532 ps
NAND-P1_U4196: 1329.7475 ps
NAND-P1_U4741: 1380.0095 ps
NAND-P1_R1240_U234: 1230.2197 ps
NAND-P1_R1240_U144: 1218.8576 ps
NOT-P1_R1240_U216: 1218.8576 ps
AND-P1_R1240_U17: 1222.1025 ps
NOT-P1_R1117_U172: 479.5126 ps
NAND-P1_R1117_U192: 476.7507 ps
NAND-P1_R1117_U230: 1267.5875 ps
NAND-P1_R1117_U231: 1219.6567 ps
NAND-P1_R1117_U379: 1221.0658 ps
NAND-P1_R1117_U380: 1232.9305 ps
AND-P1_R1375_U93: 768.744 ps
NOT-P1_R1207_U172: 455.996 ps
NAND-P1_R1207_U192: 453.2341 ps
NAND-P1_R1207_U230: 1193.5826 ps
NAND-P1_R1207_U231: 1145.6518 ps
NAND-P1_R1207_U379: 1175.4804 ps
NAND-P1_R1207_U380: 1187.3451 ps
NOT-P1_R1150_U172: 479.5126 ps
NAND-P1_R1150_U192: 476.7507 ps
NAND-P1_R1150_U230: 1267.5875 ps
NAND-P1_R1150_U231: 1219.6567 ps
NAND-P1_R1150_U379: 1248.3927 ps
NAND-P1_R1150_U380: 1260.2575 ps
NOT-P1_R1192_U172: 455.996 ps
NAND-P1_R1192_U192: 453.2341 ps
NAND-P1_R1192_U230: 1193.5826 ps
NAND-P1_R1192_U231: 1145.6518 ps
NAND-P1_R1192_U379: 1175.4804 ps
NAND-P1_R1192_U380: 1187.3451 ps
AND-P1_LT_197_U86: 898.7675 ps
AND-P1_LT_197_U91: 681.8577 ps
NAND-P1_R1171_U234: 1230.2197 ps
NAND-P1_R1171_U144: 1218.8576 ps
NOT-P1_R1171_U216: 1218.8576 ps
AND-P1_R1171_U17: 1222.1025 ps
NAND-P1_R1138_U234: 1248.9343 ps
NAND-P1_R1138_U144: 1266.0036 ps
NOT-P1_R1138_U216: 1266.0036 ps
AND-P1_R1138_U17: 1240.8171 ps
NAND-P1_R1222_U234: 1303.3978 ps
NAND-P1_R1222_U144: 1274.6085 ps
NOT-P1_R1222_U216: 1274.6085 ps
AND-P1_R1222_U17: 1295.303 ps
NAND-P1_U4712: 459.3247 ps
NOT-P1_R1360_U17: 406.6346 ps
AND-P1_R1360_U77: 460.3056 ps
NOT-P1_R1360_U18: 460.3056 ps
NAND-P1_R1360_U183: 406.6346 ps
NAND-P1_U4710: 459.3247 ps
NAND-P1_U4875: 522.2752 ps
NAND-P1_R1240_U406: 462.3187 ps
NAND-P1_R1240_U407: 451.0328 ps
NAND-P1_R1117_U308: 448.1199 ps
NAND-P1_R1375_U200: 489.6754 ps
NAND-P1_R1207_U308: 430.4377 ps
NAND-P1_R1150_U308: 448.1199 ps
NAND-P1_R1192_U308: 430.4377 ps
NAND-P1_R1171_U406: 436.0356 ps
NAND-P1_R1171_U407: 424.7497 ps
NAND-P1_R1138_U406: 436.0356 ps
NAND-P1_R1138_U407: 424.7497 ps
NAND-P1_R1222_U406: 505.8228 ps
NAND-P1_R1222_U407: 494.5674 ps
NAND-P1_U4692: 429.9703 ps
NOT-P1_R1165_U173: 574.0306 ps
NAND-P1_R1165_U494: 529.3344 ps
NOT-P1_R1165_U172: 529.3344 ps
NAND-P1_R1165_U492: 540.6071 ps
NAND-P1_U3122: 372.5949 ps
NAND-P1_U3090: 384.056 ps
NOT-P1_R1282_U110: 459.3247 ps
NAND-P1_U4690: 504.8341 ps
NAND-P1_U4871: 545.1686 ps
NOT-P1_R1240_U304: 451.0328 ps
NAND-P1_R1240_U413: 496.237 ps
NAND-P1_R1240_U414: 494.2623 ps
NAND-P1_R1117_U303: 431.1726 ps
NAND-P1_R1117_U14: 431.1726 ps
NOT-P1_R1117_U388: 497.2297 ps
NAND-P1_R1117_U390: 470.4611 ps
NAND-P1_R1207_U303: 413.4904 ps
NAND-P1_R1207_U14: 413.4904 ps
NOT-P1_R1207_U388: 451.6443 ps
NAND-P1_R1207_U390: 424.8756 ps
NAND-P1_R1150_U303: 431.1726 ps
NAND-P1_R1150_U14: 431.1726 ps
NOT-P1_R1150_U388: 524.5575 ps
NAND-P1_R1150_U390: 497.7888 ps
NAND-P1_R1192_U303: 413.4904 ps
NAND-P1_R1192_U14: 413.4904 ps
NOT-P1_R1192_U388: 451.6443 ps
NAND-P1_R1192_U390: 424.8756 ps
OR-P1_LT_197_U194: 482.6041 ps
NOT-P1_R1171_U304: 424.7497 ps
NAND-P1_R1171_U413: 496.237 ps
NAND-P1_R1171_U414: 494.2623 ps
NOT-P1_R1138_U304: 424.7497 ps
NAND-P1_R1138_U413: 514.9458 ps
NAND-P1_R1138_U414: 512.9712 ps
NOT-P1_R1222_U304: 494.5674 ps
NAND-P1_R1222_U413: 553.1459 ps
NAND-P1_R1222_U414: 551.1633 ps
NAND-P1_U4673: 467.719 ps
NOT-P1_R1165_U154: 497.0014 ps
NAND-P1_R1165_U438: 508.2946 ps
NOT-P1_R1165_U31: 541.3251 ps
NAND-P1_R1165_U307: 562.0588 ps
NAND-P1_R1165_U359: 544.7142 ps
NAND-P1_R1165_U499: 551.5801 ps
NAND-P1_R1165_U501: 565.0016 ps
NAND-P1_U3123: 419.366 ps
NAND-P1_U3091: 430.8468 ps
NAND-P1_U4671: 530.3073 ps
NAND-P1_U4866: 570.6322 ps
NAND-P1_R1240_U368: 452.2493 ps
NAND-P1_R1240_U150: 451.0328 ps
NAND-P1_R1240_U420: 538.9031 ps
NAND-P1_R1240_U421: 531.9433 ps
AND-P1_R1117_U126: 481.2167 ps
NAND-P1_R1117_U86: 431.1726 ps
NAND-P1_R1117_U312: 508.2733 ps
NAND-P1_R1375_U79: 320.2104 ps
AND-P1_R1207_U126: 457.7001 ps
NAND-P1_R1207_U86: 407.656 ps
NAND-P1_R1207_U312: 462.6879 ps
AND-P1_R1150_U126: 481.2167 ps
NAND-P1_R1150_U86: 431.1726 ps
NAND-P1_R1150_U312: 535.6082 ps
AND-P1_R1192_U126: 457.7001 ps
NAND-P1_R1192_U86: 407.656 ps
NAND-P1_R1192_U312: 462.6879 ps
NAND-P1_LT_197_U191: 482.6041 ps
NOT-P1_LT_197_U193: 482.6041 ps
NAND-P1_R1171_U368: 425.9662 ps
NAND-P1_R1171_U150: 424.7497 ps
NAND-P1_R1171_U420: 538.9031 ps
NAND-P1_R1171_U421: 531.9433 ps
NAND-P1_R1138_U368: 425.9662 ps
NAND-P1_R1138_U150: 424.7497 ps
NAND-P1_R1138_U420: 557.6098 ps
NAND-P1_R1138_U421: 550.65 ps
NAND-P1_R1222_U368: 495.7839 ps
NAND-P1_R1222_U150: 494.5674 ps
NAND-P1_R1222_U420: 595.7977 ps
NAND-P1_R1222_U421: 588.836 ps
NAND-P1_U4654: 481.4414 ps
NOT-P1_R1165_U156: 550.4431 ps
NAND-P1_R1165_U444: 561.7288 ps
NOT-P1_R1165_U32: 604.531 ps
NAND-P1_R1165_U52: 590.2127 ps
NAND-P1_R1165_U313: 605.6726 ps
NAND-P1_R1165_U355: 559.6591 ps
NAND-P1_R1165_U506: 560.657 ps
NAND-P1_U3124: 474.0714 ps
NAND-P1_U3092: 464.7041 ps
NOT-P1_R1282_U109: 459.3247 ps
NAND-P1_U4652: 566.7116 ps
NAND-P1_U4861: 607.0461 ps
NOT-P1_R1240_U299: 531.9433 ps
AND-P1_R1240_U16: 558.9972 ps
NAND-P1_R1240_U364: 546.5104 ps
NOT-P1_R1117_U171: 497.7907 ps
NAND-P1_R1117_U298: 492.4507 ps
NAND-P1_R1117_U309: 490.9902 ps
NAND-P1_R1117_U310: 490.9902 ps
NAND-P1_R1117_U398: 522.0995 ps
NAND-P1_R1117_U399: 504.7126 ps
NOT-P1_R1207_U171: 474.2741 ps
NAND-P1_R1207_U298: 468.9341 ps
NAND-P1_R1207_U309: 445.4047 ps
NAND-P1_R1207_U310: 445.4047 ps
NAND-P1_R1207_U398: 476.514 ps
NAND-P1_R1207_U399: 459.1271 ps
NOT-P1_R1150_U171: 497.7907 ps
NAND-P1_R1150_U298: 492.4507 ps
NAND-P1_R1150_U309: 518.3251 ps
NAND-P1_R1150_U310: 518.3251 ps
NAND-P1_R1150_U398: 549.4253 ps
NAND-P1_R1150_U399: 532.0385 ps
NOT-P1_R1192_U171: 474.2741 ps
NAND-P1_R1192_U298: 468.9341 ps
NAND-P1_R1192_U309: 445.4047 ps
NAND-P1_R1192_U310: 445.4047 ps
NAND-P1_R1192_U398: 476.514 ps
NAND-P1_R1192_U399: 459.1271 ps
NAND-P1_LT_197_U190: 482.6041 ps
NOT-P1_R1171_U299: 531.9433 ps
AND-P1_R1171_U16: 558.9972 ps
NAND-P1_R1171_U364: 546.5104 ps
NOT-P1_R1138_U299: 550.65 ps
AND-P1_R1138_U16: 577.7113 ps
NAND-P1_R1138_U364: 565.2171 ps
NOT-P1_R1222_U299: 588.836 ps
AND-P1_R1222_U16: 615.375 ps
NAND-P1_R1222_U364: 603.4031 ps
NAND-P1_U4635: 532.953 ps
NOT-P1_R1165_U155: 558.6529 ps
NAND-P1_R1165_U441: 569.9224 ps
NOT-P1_R1165_U33: 603.3105 ps
NAND-P1_R1165_U197: 607.245 ps
NAND-P1_R1165_U508: 678.0072 ps
NAND-P1_U3125: 457.2822 ps
NAND-P1_U3093: 468.9764 ps
NAND-P1_U4633: 592.1848 ps
NAND-P1_U4856: 632.5097 ps
NAND-P1_R1240_U427: 610.8663 ps
NAND-P1_R1240_U428: 593.6488 ps
NAND-P1_R1117_U87: 431.1726 ps
NOT-P1_R1117_U402: 650.9573 ps
NAND-P1_R1117_U404: 567.4902 ps
AND-P1_R1375_U87: 535.2358 ps
NAND-P1_R1207_U87: 407.656 ps
NOT-P1_R1207_U402: 605.3719 ps
NAND-P1_R1207_U404: 521.9047 ps
NAND-P1_R1150_U87: 431.1726 ps
NOT-P1_R1150_U402: 678.2936 ps
NAND-P1_R1150_U404: 594.8264 ps
NAND-P1_R1192_U87: 407.656 ps
NOT-P1_R1192_U402: 605.3719 ps
NAND-P1_R1192_U404: 521.9047 ps
AND-P1_LT_197_U103: 523.0153 ps
NAND-P1_R1171_U427: 610.8663 ps
NAND-P1_R1171_U428: 593.6488 ps
NAND-P1_R1138_U427: 629.5752 ps
NAND-P1_R1138_U428: 612.3578 ps
NAND-P1_R1222_U427: 667.7537 ps
NAND-P1_R1222_U428: 650.5503 ps
NAND-P1_U4616: 572.6427 ps
NOT-P1_R1165_U157: 657.2264 ps
NAND-P1_R1165_U447: 668.487 ps
NOT-P1_R1165_U34: 702.0194 ps
NAND-P1_R1165_U200: 664.4742 ps
NAND-P1_R1165_U513: 746.6984 ps
NAND-P1_U3126: 501.5781 ps
NAND-P1_U3094: 490.1137 ps
NOT-P1_R1282_U108: 459.3247 ps
NAND-P1_U4614: 628.5891 ps
NAND-P1_U4851: 668.9236 ps
NOT-P1_R1240_U306: 558.9972 ps
NAND-P1_R1240_U432: 650.6338 ps
NAND-P1_R1240_U433: 639.44 ps
NAND-P1_R1117_U155: 431.1726 ps
NOT-P1_R1117_U407: 710.9112 ps
NAND-P1_R1117_U409: 607.1835 ps
NAND-P1_R1375_U122: 579.2854 ps
NAND-P1_R1207_U155: 407.656 ps
NOT-P1_R1207_U407: 665.3258 ps
NAND-P1_R1207_U409: 561.5981 ps
NAND-P1_R1150_U155: 431.1726 ps
NOT-P1_R1150_U407: 738.2474 ps
NAND-P1_R1150_U409: 634.5197 ps
NAND-P1_R1192_U155: 407.656 ps
NOT-P1_R1192_U407: 665.3258 ps
NAND-P1_R1192_U409: 561.5981 ps
NAND-P1_LT_197_U183: 482.6041 ps
NAND-P1_LT_197_U188: 482.6041 ps
NOT-P1_R1171_U306: 558.9972 ps
NAND-P1_R1171_U432: 650.6338 ps
NAND-P1_R1171_U433: 639.44 ps
NOT-P1_R1138_U306: 577.7113 ps
NAND-P1_R1138_U432: 669.3414 ps
NAND-P1_R1138_U433: 658.1476 ps
NOT-P1_R1222_U306: 615.375 ps
NAND-P1_R1222_U432: 707.4821 ps
NAND-P1_R1222_U433: 696.336 ps
NAND-P1_U4597: 564.8648 ps
NOT-P1_R1165_U171: 593.965 ps
NAND-P1_R1165_U489: 605.2432 ps
NOT-P1_R1165_U51: 638.1919 ps
NAND-P1_R1165_U298: 631.3552 ps
NAND-P1_R1165_U518: 705.8045 ps
NAND-P1_R1165_U520: 719.5889 ps
NAND-P1_U3127: 493.5447 ps
NAND-P1_U3095: 484.3363 ps
NAND-P1_U4595: 654.0623 ps
NAND-P1_U4846: 707.7005 ps
NOT-P1_R1240_U293: 639.44 ps
NAND-P1_R1240_U439: 695.0271 ps
NAND-P1_R1240_U440: 703.43 ps
AND-P1_R1117_U9: 464.4217 ps
NAND-P1_R1117_U156: 431.1726 ps
NAND-P1_R1117_U12: 601.4509 ps
AND-P1_R1207_U9: 440.9051 ps
NAND-P1_R1207_U156: 407.656 ps
NAND-P1_R1207_U12: 555.8654 ps
AND-P1_R1150_U9: 464.4217 ps
NAND-P1_R1150_U156: 431.1726 ps
NAND-P1_R1150_U12: 628.7861 ps
AND-P1_R1192_U9: 440.9051 ps
NAND-P1_R1192_U156: 407.656 ps
NAND-P1_R1192_U12: 555.8654 ps
NOT-P1_R1171_U293: 639.44 ps
NAND-P1_R1171_U439: 695.0271 ps
NAND-P1_R1171_U440: 703.43 ps
NOT-P1_R1138_U293: 658.1476 ps
NAND-P1_R1138_U439: 713.7332 ps
NAND-P1_R1138_U440: 722.1361 ps
NOT-P1_R1222_U293: 696.336 ps
NAND-P1_R1222_U439: 738.6025 ps
NAND-P1_R1222_U440: 747.0056 ps
NAND-P1_U4578: 578.5866 ps
NOT-P1_R1165_U170: 630.8241 ps
NAND-P1_R1165_U486: 642.1014 ps
NOT-P1_R1165_U50: 675.3267 ps
NAND-P1_R1165_U294: 668.2088 ps
NAND-P1_R1165_U525: 782.3564 ps
NAND-P1_R1165_U527: 796.1423 ps
NAND-P1_U3128: 577.1108 ps
NAND-P1_U3096: 588.6301 ps
NOT-P1_R1282_U107: 459.3247 ps
NAND-P1_U4576: 690.4663 ps
NAND-P1_U4841: 744.1142 ps
NOT-P1_R1240_U289: 703.43 ps
NAND-P1_R1240_U446: 754.3898 ps
NAND-P1_R1240_U447: 743.1245 ps
NAND-P1_R1117_U317: 601.4509 ps
NAND-P1_R1117_U318: 601.4509 ps
NAND-P1_R1117_U282: 464.4217 ps
NAND-P1_R1117_U415: 632.3897 ps
NAND-P1_R1117_U416: 615.1726 ps
NAND-P1_R1207_U317: 555.8654 ps
NAND-P1_R1207_U318: 555.8654 ps
NAND-P1_R1207_U282: 440.9051 ps
NAND-P1_R1207_U415: 586.8042 ps
NAND-P1_R1207_U416: 569.5872 ps
NAND-P1_R1150_U317: 628.7861 ps
NAND-P1_R1150_U318: 628.7861 ps
NAND-P1_R1150_U282: 464.4217 ps
NAND-P1_R1150_U415: 659.7175 ps
NAND-P1_R1150_U416: 642.5004 ps
NAND-P1_R1192_U317: 555.8654 ps
NAND-P1_R1192_U318: 555.8654 ps
NAND-P1_R1192_U282: 440.9051 ps
NAND-P1_R1192_U415: 586.8042 ps
NAND-P1_R1192_U416: 569.5872 ps
AND-P1_LT_197_U7: 482.6041 ps
NOT-P1_R1171_U289: 703.43 ps
NAND-P1_R1171_U446: 754.3898 ps
NAND-P1_R1171_U447: 743.1245 ps
NOT-P1_R1138_U289: 722.1361 ps
NAND-P1_R1138_U446: 773.0958 ps
NAND-P1_R1138_U447: 761.8304 ps
NOT-P1_R1222_U289: 747.0056 ps
NAND-P1_R1222_U446: 797.9423 ps
NAND-P1_R1222_U447: 786.6994 ps
NAND-P1_U4559: 624.2808 ps
NOT-P1_R1165_U167: 558.0729 ps
NAND-P1_R1165_U477: 569.3545 ps
NOT-P1_R1165_U49: 602.5567 ps
NAND-P1_R1165_U285: 604.9315 ps
NAND-P1_R1165_U322: 823.3688 ps
NAND-P1_R1165_U532: 783.3805 ps
NAND-P1_U3129: 639.7458 ps
NAND-P1_U3097: 628.0514 ps
NAND-P1_U4557: 715.9355 ps
NAND-P1_U4836: 732.7587 ps
NAND-P1_R1240_U158: 522.4891 ps
AND-P1_R1240_U135: 770.915 ps
NAND-P1_R1240_U319: 744.7154 ps
NAND-P1_R1117_U88: 601.4509 ps
NOT-P1_R1117_U182: 560.4995 ps
NAND-P1_R1117_U419: 681.1348 ps
NAND-P1_R1117_U420: 669.8662 ps
AND-P1_R1375_U109: 729.8846 ps
NAND-P1_R1207_U88: 555.8654 ps
NOT-P1_R1207_U182: 536.9829 ps
NAND-P1_R1207_U419: 635.5494 ps
NAND-P1_R1207_U420: 624.2808 ps
NAND-P1_R1150_U88: 628.7861 ps
NOT-P1_R1150_U182: 560.4995 ps
NAND-P1_R1150_U419: 708.4688 ps
NAND-P1_R1150_U420: 697.2002 ps
NAND-P1_R1192_U88: 555.8654 ps
NOT-P1_R1192_U182: 536.9829 ps
NAND-P1_R1192_U419: 635.5494 ps
NAND-P1_R1192_U420: 624.2808 ps
NAND-P1_R1171_U158: 496.206 ps
AND-P1_R1171_U135: 770.915 ps
NAND-P1_R1171_U319: 744.7154 ps
NAND-P1_R1138_U158: 496.206 ps
AND-P1_R1138_U135: 789.6289 ps
NAND-P1_R1138_U319: 763.4292 ps
NAND-P1_R1222_U158: 566.0237 ps
AND-P1_R1222_U135: 804.9719 ps
NAND-P1_R1222_U319: 778.7702 ps
NAND-P1_U4540: 669.6378 ps
NOT-P1_R1165_U168: 610.9847 ps
NAND-P1_R1165_U480: 622.2518 ps
NOT-P1_R1165_U46: 655.7621 ps
NAND-P1_R1165_U196: 649.2336 ps
NAND-P1_R1165_U534: 879.38 ps
NAND-P1_U3130: 666.3221 ps
NAND-P1_U3098: 677.8577 ps
NOT-P1_R1282_U106: 459.3247 ps
NAND-P1_U4538: 752.3228 ps
NAND-P1_U4831: 805.9706 ps
NAND-P1_R1240_U277: 522.4891 ps
NAND-P1_R1240_U278: 560.9632 ps
NAND-P1_R1240_U316: 744.7154 ps
AND-P1_R1240_U14: 730.5864 ps
NAND-P1_R1240_U322: 755.3551 ps
NAND-P1_R1117_U159: 431.1726 ps
NOT-P1_R1117_U423: 868.2016 ps
NAND-P1_R1117_U425: 717.4899 ps
NAND-P1_R1207_U159: 407.656 ps
NOT-P1_R1207_U423: 822.6162 ps
NAND-P1_R1207_U425: 671.9044 ps
NAND-P1_R1150_U159: 431.1726 ps
NOT-P1_R1150_U423: 895.5379 ps
NAND-P1_R1150_U425: 744.8261 ps
NAND-P1_R1192_U159: 407.656 ps
NOT-P1_R1192_U423: 822.6162 ps
NAND-P1_R1192_U425: 671.9044 ps
AND-P1_LT_197_U8: 482.6041 ps
AND-P1_LT_197_U100: 482.6041 ps
NAND-P1_R1171_U277: 496.206 ps
NAND-P1_R1171_U278: 534.68 ps
NAND-P1_R1171_U316: 744.7154 ps
AND-P1_R1171_U14: 730.5864 ps
NAND-P1_R1171_U322: 755.3551 ps
NAND-P1_R1138_U277: 496.206 ps
NAND-P1_R1138_U278: 534.68 ps
NAND-P1_R1138_U316: 763.4292 ps
AND-P1_R1138_U14: 749.3006 ps
NAND-P1_R1138_U322: 774.0692 ps
NAND-P1_R1222_U277: 566.0237 ps
NAND-P1_R1222_U278: 604.4977 ps
NAND-P1_R1222_U316: 778.7702 ps
AND-P1_R1222_U14: 773.6495 ps
NAND-P1_R1222_U322: 798.4098 ps
AND-P1_U3860: 792.0495 ps
NAND-P1_U4179: 1311.2251 ps
NOT-P1_R1165_U140: 603.8723 ps
NAND-P1_R1165_U380: 615.125 ps
NOT-P1_R1165_U25: 648.6575 ps
NAND-P1_R1165_U207: 640.7628 ps
NAND-P1_R1165_U539: 1324.6796 ps
NAND-P1_R1165_U541: 1337.9079 ps
NOT-P1_R1360_U44: 907.4461 ps
AND-P1_R1360_U83: 879.9124 ps
NOT-P1_R1360_U43: 879.9124 ps
NAND-P1_R1360_U131: 907.4461 ps
AND-P1_U3854: 973.1909 ps
NAND-P1_U4177: 1423.3167 ps
NAND-P1_U4736: 1473.573 ps
NOT-P1_R1240_U327: 1273.1892 ps
NAND-P1_R1240_U455: 1284.4501 ps
NOT-P1_R1240_U183: 1219.2481 ps
NAND-P1_R1117_U43: 571.1469 ps
NAND-P1_U4168: 1317.6871 ps
NAND-P1_R1375_U154: 768.744 ps
NAND-P1_R1207_U43: 547.6304 ps
NAND-P1_U4171: 1272.1017 ps
NAND-P1_R1150_U43: 571.1469 ps
NAND-P1_U4167: 1345.0256 ps
NAND-P1_R1192_U43: 547.6304 ps
NAND-P1_U4170: 1272.1017 ps
AND-P1_LT_197_U87: 898.7675 ps
NOT-P1_R1171_U327: 1273.1892 ps
NAND-P1_R1171_U455: 1284.4501 ps
NOT-P1_R1171_U183: 1219.2481 ps
NOT-P1_R1138_U327: 1291.8961 ps
NAND-P1_R1138_U455: 1303.157 ps
NOT-P1_R1138_U183: 1237.962 ps
NOT-P1_R1222_U327: 1346.8917 ps
NAND-P1_R1222_U455: 1358.1175 ps
NOT-P1_R1222_U183: 1275.6171 ps
NAND-P1_U4521: 709.3312 ps
NOT-P1_R1165_U169: 678.9131 ps
NAND-P1_R1165_U483: 690.1866 ps
NOT-P1_R1165_U47: 723.6494 ps
NAND-P1_R1165_U48: 684.0668 ps
NAND-P1_R1165_U546: 922.2407 ps
NAND-P1_U3131: 599.5617 ps
NAND-P1_U3099: 611.2561 ps
NAND-P1_U4519: 777.5343 ps
NAND-P1_U4826: 794.3576 ps
NAND-P1_R1240_U460: 791.6464 ps
NAND-P1_R1240_U461: 774.2587 ps
NAND-P1_R1117_U160: 431.1726 ps
NOT-P1_R1117_U433: 908.1847 ps
NAND-P1_R1117_U435: 766.1819 ps
AND-P1_R1375_U108: 749.5766 ps
NAND-P1_R1375_U80: 729.8846 ps
NAND-P1_R1207_U160: 407.656 ps
NOT-P1_R1207_U433: 862.5992 ps
NAND-P1_R1207_U435: 720.5964 ps
NAND-P1_R1150_U160: 431.1726 ps
NOT-P1_R1150_U433: 935.521 ps
NAND-P1_R1150_U435: 793.5182 ps
NAND-P1_R1192_U160: 407.656 ps
NOT-P1_R1192_U433: 862.5992 ps
NAND-P1_R1192_U435: 720.5964 ps
AND-P1_LT_197_U81: 602.0583 ps
NAND-P1_LT_197_U120: 594.6395 ps
NAND-P1_LT_197_U176: 665.8659 ps
NAND-P1_R1171_U460: 791.6464 ps
NAND-P1_R1171_U461: 774.2587 ps
NAND-P1_R1138_U460: 810.3561 ps
NAND-P1_R1138_U461: 792.9684 ps
NAND-P1_R1222_U460: 826.2107 ps
NAND-P1_R1222_U461: 808.8486 ps
NAND-P1_U4502: 773.9661 ps
NOT-P1_R1165_U166: 735.6982 ps
NAND-P1_R1165_U474: 746.9636 ps
NOT-P1_R1165_U45: 780.3385 ps
NAND-P1_R1165_U280: 773.0873 ps
NAND-P1_R1165_U551: 972.2928 ps
NAND-P1_R1165_U553: 986.0787 ps
NAND-P1_U3132: 661.794 ps
NAND-P1_U3100: 649.9634 ps
NOT-P1_R1282_U105: 459.3247 ps
NAND-P1_U4500: 809.709 ps
NAND-P1_U4821: 826.5323 ps
NOT-P1_R1240_U315: 730.5864 ps
NAND-P1_R1240_U465: 837.0408 ps
NAND-P1_R1240_U466: 825.7723 ps
NAND-P1_R1117_U162: 431.1726 ps
NOT-P1_R1117_U438: 983.9594 ps
NAND-P1_R1117_U440: 836.7683 ps
AND-P1_R1375_U103: 837.1491 ps
NAND-P1_R1375_U188: 822.6225 ps
AND-P1_R1375_U107: 749.5766 ps
NAND-P1_R1207_U162: 407.656 ps
